index,index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
1140,1303,17.0,26.0,5.66,0.23,0.95,CHILE PIMIENTO SIN SEMILLA
1141,1304,17.0,248.0,27.56,9.86,12.25,CHILE PIQUIN SECO
1142,1305,17.0,43.0,8.44,0.25,1.75,CHILE POBLANO
1143,1306,17.0,312.8,52.89,7.35,11.51,CHILE SECO PROMEDIO
1144,1307,17.0,26.66,6.66,0.0,0.0,"CHILE SERRANO EN ESCABECHE, INDUSTRIALIZADO"
1145,1308,17.0,33.0,4.57,0.53,2.5,CHILE TORNACHILE
1146,1309,17.0,40.0,7.5,0.34,1.62,CHILE TROMPITO
1147,1310,17.0,41.0,7.18,0.42,2.0,CHILE VERDE O SERRANO
1148,1311,17.0,116.0,17.04,3.76,3.5,CHILILLO (CHILE DEL MONTE)
1149,1312,17.0,23.0,3.67,0.52,2.13,CILANTRO
1150,1313,17.0,25.0,5.8,0.1,1.28,COL BLANCA
1151,1314,17.0,16.0,3.23,0.2,1.2,COL CHINA
1152,1315,17.0,69.0,12.91,0.42,3.37,COL DE BRUSELAS
1153,1316,17.0,31.0,7.37,0.16,1.43,COL MORADA
1154,1317,17.0,25.0,5.8,0.1,1.28,COL VERDE
1155,1318,17.0,25.0,4.97,0.28,1.92,COLIFLOR
1156,1319,17.0,29.5,5.8,0.33,2.37,COLIFLOR Y BROCOLI COCIDOS PROMEDIO
1157,1320,17.0,23.0,4.11,0.45,1.84,COLIFOR COCIDA
1158,1321,17.0,27.0,6.2,0.1,1.7,COLINABO
1159,1322,17.0,37.0,2.34,1.38,3.78,CRESSON
1160,1323,17.0,16.0,3.33,0.09,1.32,CRUCETAS
1161,1324,17.0,35.0,7.88,0.28,1.89,EJOTE COCIDO CON SAL
1162,1325,17.0,35.0,7.88,0.28,1.89,EJOTE COCIDO SIN SAL
1163,1326,17.0,31.0,6.97,0.22,1.83,EJOTES
1164,1327,17.0,32.0,7.44,0.52,0.33,EPAZOTE
1165,1328,17.0,20.0,3.88,0.12,2.2,ESPARRAGO
1166,1329,17.0,23.0,3.63,0.39,2.86,ESPINACA
1167,1330,17.0,23.0,3.75,0.26,2.97,ESPINACA COCIDA
1168,1331,17.0,15.0,3.28,0.07,1.03,FLOR DE CALABAZA
1169,1332,17.0,15.0,3.3,0.08,1.09,FLOR DE CALABAZA COCIDA
1170,1333,17.0,59.0,10.0,0.2,4.4,FLOR DE COLORIN (XOMPANTLE)
1171,1334,17.0,38.0,8.2,0.2,0.8,FLOR DE GARAMBULLO
1172,1335,17.0,35.0,7.3,0.2,0.9,FLOR DE MAGUEY
1173,1336,17.0,83.0,1.21,0.37,2.62,FLOR DE YUCA
1174,1337,17.0,23.23,2.12,0.7,4.04,GERMEN DE ALFALFA (CRUDO)
1175,1338,17.0,106.0,22.14,0.55,8.96,GERMEN DE LENTEJAS
1176,1339,17.0,122.0,9.57,6.7,13.09,GERMEN DE SOYA
1177,1340,17.0,23.0,2.1,0.69,3.99,GERMINADO DE ALFALFA Y SOYA
1178,1341,17.0,95.0,13.7,0.6,8.7,GUAJE VERDE  (SEMILLAS)
1179,1342,17.0,72.0,11.7,0.6,5.6,HABA VERDE
1180,1343,17.0,44.0,8.41,0.73,3.29,HIERBABUENA
1181,1344,17.0,62.0,8.8,0.8,4.8,HIERBAMORA
1182,1345,17.0,30.0,2.2,0.8,3.6,"HOJA SANTA (NOMO,ACUYO)"
1183,1346,17.0,64.0,6.7,0.9,7.2,HOJAS DE CHAYA
1184,1347,17.0,23.0,4.7,0.3,1.7,HOJAS DE CHICORIA
1185,1348,17.0,45.0,9.2,0.7,2.7,HOJAS DE DIENTE DE LEON
1186,1349,17.0,23.0,3.1,0.2,2.1,HOJAS DE ENDIVIA
1187,1350,17.0,33.0,4.8,0.4,2.6,HOJAS DE MOSTAZA
1188,1351,17.0,71.0,10.8,1.7,3.0,HOJAS DE NABO
1189,1352,17.0,20.0,4.4,0.2,1.1,HOJAS DE PATA DE PALOMA
1190,1353,17.0,39.0,4.0,0.43,4.78,HOJAS DE QUELITE DE TRAPO
1191,1354,17.0,55.0,9.9,0.5,2.8,HOJAS DE RABANO
1192,1355,17.0,19.0,2.33,0.4,3.15,HOJAS Y PUNTAS DE CALABAZA
1193,1356,17.0,22.0,3.87,0.35,2.11,HONGO PORTOBELLO
1194,1357,17.0,22.0,3.26,0.34,3.09,HONGOS (PROMEDIO)
1195,1358,17.0,80.0,13.46,0.57,5.25,HUAUZONTLE
1196,1359,17.0,52.0,9.17,0.32,3.05,HUITLACOCHE
1197,1360,17.0,18.0,3.89,0.2,0.88,JITOMATE BOLA
1198,1361,17.0,32.0,5.84,1.02,0.96,JITOMATE CHERRY
1199,1362,17.0,258.0,55.76,2.97,14.11,JITOMATE DESHIDRATADO
1200,1363,17.0,18.0,3.89,0.2,0.88,JITOMATE SALADET
1201,1364,17.0,35.0,7.12,0.11,1.5,JITOMATILLO (MILTOMATE)
1202,1365,17.0,17.0,3.29,0.3,1.23,LECHUGA OREJONA
1203,1366,17.0,14.0,2.97,0.14,0.9,LECHUGA ROMANA (ICERBERG O DE CABEZA)
1204,1367,17.0,16.0,2.26,0.22,1.33,"LECHUGA SANGRIA, FRANCESA, ITALIANA"
1205,1368,17.0,40.0,3.9,0.6,4.8,MALVA
1206,1369,17.0,28.0,6.43,0.1,0.9,NABO
1207,1370,17.0,16.0,3.33,0.09,1.32,NOPALES
1208,1371,17.0,15.0,3.28,0.05,1.35,NOPALES COCIDOS SIN SAL
1209,1372,17.0,22.0,2.89,0.33,1.75,PAPALOQUELITE
1210,1373,17.0,21.57,3.68,0.23,1.2,"PEPINILLO (PICKLES), INDUSTRIALIZADO"
1211,1374,17.0,15.0,3.63,0.11,0.65,PEPINO CON CASCARA
1212,1375,17.0,12.0,2.16,0.16,0.59,PEPINO SIN CASCARA
1213,1376,17.0,36.0,6.33,0.79,2.97,PEREJIL
1214,1377,17.0,31.0,6.03,0.3,0.99,PIMIENTO MORRON ROJO
1215,1378,17.0,27.0,6.32,0.21,1.0,"PIMIENTO MORRON, AMARILLO"
1216,1379,17.0,20.0,4.64,0.17,0.86,"PIMIENTO MORRON, VERDE"
1217,1380,17.0,61.0,14.15,0.3,1.5,PORO
1218,1381,17.0,32.54,6.41,0.19,1.32,"PURE DE TOMATE, INDUSTRIALIZADO"
1219,1382,17.0,40.0,5.1,0.5,3.6,QUELITE
1220,1383,17.0,16.0,3.4,0.1,0.68,RABANO CHICO
1221,1384,17.0,24.0,4.33,0.26,1.06,RABANO LARGO
1222,1385,17.0,34.0,4.4,0.2,3.6,ROMERITOS
1223,1386,17.0,105.37,23.84,0.38,0.77,SALSA CATSUP
1224,1387,17.0,37.62,7.69,0.08,1.54,"SALSA DE TOMATE, INDUSTRIALIZADA"
1225,1388,17.0,31.83,5.1,0.63,0.53,"SALSA ROJA MEXICANA, INDUSTRIALIZADA"
1226,1389,17.0,0.0,0.0,0.0,0.0,SALSA VALENTINA
1227,1390,17.0,77.0,5.1,0.2,1.1,SALSIFI (CONDIMENTO)
1228,1391,17.0,23.0,5.1,0.2,1.2,TOMATE (VERDE)
1229,1392,17.0,32.0,5.84,1.02,0.96,TOMILES (TOMATITOS)
1230,1393,17.0,20.0,3.39,0.36,2.03,VERDOLAGA
1231,1394,17.0,43.68,9.43,0.27,2.24,"VERDURA PRECOCIDA (CHICHARO, ZANAHORIA, ELOTE, ETC.), INDUSTRIALIZADA"
1232,1395,17.0,60.0,13.09,0.15,2.86,VERDURAS COCIDAS CON SAL
1233,1396,17.0,53.0,11.5,0.3,2.1,"VERDURAS COMBINADAS (PARA SOPA O CALDO), CRUDAS"
1234,1397,17.0,17.88,3.16,0.25,1.77,VERDURAS DE HOJA VERDE (PROMEDIO DE BASE)
1235,1398,17.0,25.86,4.46,0.27,2.46,VERDURAS HOJAS OSCURAS (PROMEDIO)
1236,1399,17.0,65.86,10.9,1.04,3.21,"VERDURAS MIXTAS, INDUSTRIALIZADAS"
1237,1400,17.0,25.0,5.2,0.4,0.1,XOCONOSTLE
1238,1401,17.0,41.0,9.58,0.24,0.93,ZANAHORIA
1239,1402,17.0,35.0,8.22,0.18,0.76,ZANAHORIA COCIDA
1240,1403,17.0,28.0,6.0,0.0,1.06,"ZANAHORIA, INDUSTRIALIZADA"
1241,1404,18.0,197.6,2.19,20.37,1.46,"ACEITUNAS (PROMEDIO), INDUSTRIALIZADAS"
1242,1405,18.0,573.0,23.45,49.67,17.73,AJONJOLI
1243,1406,18.0,579.0,21.67,49.93,21.15,ALMENDRAS
1244,1407,18.0,618.0,16.7,54.55,14.95,AVELLANAS
1245,1408,18.0,469.55,37.69,30.06,12.95,"BOTANA DE CACAHUATES, SEMILLAS Y PASAS"
1246,1409,18.0,587.0,21.26,49.66,24.35,CACAHUATE (TOSTADO) CON CASCARA
1247,1410,18.0,521.57,40.59,29.83,20.17,CACAHUATE JAPONÉS
1248,1411,18.0,587.0,21.26,49.66,24.35,CACAHUATE TOSTADO  CON SAL
1249,1412,18.0,587.0,21.26,49.66,24.35,CACAHUATE TOSTADO SIN CASCARA
1250,1413,18.0,596.0,26.1,48.0,15.0,CACAO CON CASCARA
1251,1414,18.0,629.0,21.9,52.5,17.1,CACAO PASTA
1252,1415,18.0,588.0,20.1,49.3,16.0,CACAO SIN CASCARA
1253,1416,18.0,165.0,32.5,1.5,5.44,CASTAÑA CRUDA
1254,1417,18.0,692.0,14.3,67.4,7.1,COCO DE ACEITE (COQUITO O COROSO)
1255,1418,18.0,520.0,35.65,34.0,25.9,CREMA DE CACAHUATE BAJA EN GRASA
1256,1419,18.0,589.0,21.57,49.94,24.06,CREMA DE CACAHUATE CON GRASA Y SAL
1257,1420,18.0,571.0,21.43,50.0,21.43,HARINA DE ALMENDRA
1258,1421,18.0,654.0,13.71,65.21,15.23,NUEZ
1259,1422,18.0,410.78,47.4,20.49,12.36,PALANQUETA DE CACAHUATE INDUSTRIALIZADA
1260,1423,18.0,597.0,16.0,50.7,19.21,PIÑON
1261,1424,18.0,572.0,28.28,45.82,21.05,PISTACHE
1262,1425,18.0,559.0,10.71,49.05,30.23,SEMILLA DE CALABAZA
1263,1426,18.0,584.0,20.0,51.46,20.78,SEMILLA SECA DE GIRASOL CON CASCARA
1264,1427,18.0,584.0,20.0,51.46,20.78,"SEMILLAS SECAS DE GIRASOL, PELADAS"
1265,1428,19.0,337.0,57.97,1.8,22.33,ALUBIA
1266,1429,19.0,337.0,58.4,2.0,21.4,ARVEJA O ARVEJON
1267,1430,19.0,345.0,60.7,2.6,22.0,FRIJOL AMARILLO
1268,1431,19.0,330.0,59.6,1.7,19.0,FRIJOL AYOCOTE
1269,1432,19.0,345.0,58.6,1.9,19.63,FRIJOL AZUFRADO
1270,1433,19.0,331.0,57.3,1.8,21.28,FRIJOL BAYO GORDO
1271,1434,19.0,333.0,60.27,0.85,23.36,FRIJOL BLANCO
1272,1435,19.0,333.0,60.01,0.83,23.58,FRIJOL CRUDO (PROMEDIO)
1273,1436,19.0,343.0,62.78,1.49,21.7,FRIJOL DE ARBOL (GANDUL)
1274,1437,19.0,316.0,59.06,1.7,16.0,FRIJOL GARBANCILLO
1275,1438,19.0,132.0,23.71,0.54,8.86,FRIJOL HERVIDO CON SAL
1276,1439,19.0,132.0,23.71,0.54,8.86,FRIJOL HERVIDO SIN SAL
1277,1440,19.0,341.0,62.36,1.42,21.6,FRIJOL NEGRO
1278,1441,19.0,322.0,58.22,1.5,19.0,FRIJOL OJO DE LIEBRE
1279,1442,19.0,339.0,60.1,1.5,21.2,FRIJOL PALACIO
1280,1443,19.0,343.0,64.19,1.13,20.96,FRIJOL ROSITA
1281,1444,19.0,76.13,14.27,0.37,3.98,"FRIJOLES DE OLLA, INDUSTRIALIZADOS"
1282,1445,19.0,71.25,6.3,3.51,3.68,"FRIJOLES MOLIDOS (TIPO ISADORA), INDUSTRIALIZADOS"
1283,1446,19.0,101.38,12.59,4.3,4.55,"FRIJOLES REFRITOS, INDUSTRIALIZADOS"
1284,1447,19.0,364.0,62.95,6.04,20.47,GARBANZO
1285,1448,19.0,164.0,27.42,2.59,8.86,GARBANZO COCIDO CON SAL
1286,1449,19.0,164.0,27.42,2.59,8.86,GARBANZO COCIDO SIN SAL
1287,1450,19.0,432.68,39.41,22.76,20.86,HABAS Y GARBANZOS ENCHILADOS
1288,1451,19.0,341.0,58.29,1.53,26.12,HABA SECA
1289,1452,19.0,110.0,19.65,0.4,7.6,HABAS COCIDAS CON SAL
1290,1453,19.0,110.0,19.65,0.4,7.6,HABAS COCIDAS SIN SAL
1291,1454,19.0,348.5,60.32,2.45,23.08,"HABAS, LENTEJAS, GARBANZOS, IBES, ALUBIA (PROMEDIO)"
1292,1455,19.0,328.0,57.39,2.1,19.8,HARINA DE FRIJOL
1293,1456,19.0,363.0,54.72,6.69,20.89,HARINA DE GARBANZO
1294,1457,19.0,370.0,64.6,1.9,23.6,HARINA DE HABA
1295,1458,19.0,360.0,33.81,7.03,40.36,HARINA DE SOYA BAJA EN GRASA
1296,1459,19.0,338.0,34.4,1.0,47.8,HARINA DE SOYA DESGRASADA
1297,1460,19.0,113.0,20.17,0.86,6.84,IBES (FRESCOS)
1298,1461,19.0,335.0,62.83,0.93,20.62,IBES (SECOS)
1299,1462,19.0,352.0,63.35,1.06,24.63,LENTEJAS
1300,1463,19.0,114.0,19.54,0.38,9.02,LENTEJAS COCIDAS CON SAL
1301,1464,19.0,116.0,20.13,0.38,9.02,LENTEJAS COCIDAS SIN SAL
1302,1465,19.0,446.0,30.16,19.94,36.49,SOYA  EN GRANO
1303,1466,19.0,337.0,35.89,2.39,49.2,SOYA TEXTURIZADA (NO PREPARADA)
1304,1467,20.0,140.86,2.83,8.88,11.74,"ALAMBRE DE POLLO (CON JAMON, VERDURAS, QUESO), PREPARACION ESTANDARIZADA"
1305,1468,20.0,155.19,3.81,11.32,9.87,"ALAMBRE DE RES (RES, SALCHICHA, PIMIENTO MORRON, CEBOLLA), PREPARACION ESTANDARIZADA"
1306,1469,20.0,375.0,1.73,31.2,22.13,"ALAMBRE VEGETARIANO, PREPARACION ESTANDARIZADA"
1307,1470,20.0,173.09,5.51,12.25,10.02,"ALBONDIGA (RES O CERDO), PREPARACION ESTANDARIZADA"
1308,1471,20.0,151.74,2.45,11.68,8.9,"ALBONDIGA PROMEDIO, PREPARACION ESTANDARIZADA"
1309,1472,20.0,125.31,25.74,1.11,2.2,"ARROZ  BLANCO FRITO, PREPARACION ESTANDARIZADA"
1310,1473,20.0,100.16,20.92,0.8,1.91,"ARROZ  ROJO FRITO SIN VERDURAS, PREPARACION ESTANDARIZADA"
1311,1474,20.0,188.64,37.91,2.06,3.21,"ARROZ COCIDO, PREPARACION ESTANDARIZADA"
1312,1475,20.0,103.48,21.04,1.13,2.07,"ARROZ CON MOLE, PREPARACI�N ESTANDARIZADA"
1313,1476,20.0,160.15,18.15,7.95,3.96,"ARROZ FRITO ESTILO CHINO, PREPARACION ESTANDARIZADA"
1314,1477,20.0,174.0,32.79,2.96,4.05,"ARROZ FRITO, INDUSTRIALIZADO"
1315,1478,20.0,139.04,21.0,2.99,5.79,"ARROZ ROJO CON ATUN, PREPARACION ESTANDARIZADA"
1316,1479,20.0,140.39,22.37,4.5,2.12,"ARROZ ROJO FRITO CON VERDURAS, PREPARACION ESTANDARIZADA"
1317,1480,20.0,93.3,4.57,5.05,6.9,"ATUN CON HUEVO, PREPARACION ESTANDARIZADA"
1318,1481,20.0,216.5,20.27,10.93,8.84,"BAGUETTE PROMEDIO, PREPARACION ESTANDARIZADA"
1319,1482,20.0,409.0,7.57,38.49,9.56,"BANDERILLA DE SALCHICHA O SALCHICHA EMPANIZADA, PREPARACION ESTANDARIZADA"
1320,1483,20.0,72.43,1.59,3.07,9.36,"BIRRIA, PREPARACION ESTANDARIZADA"
1321,1484,20.0,224.61,28.25,11.91,2.22,"BODOQUE DE PLATANO SALADO, PREPARACION ESTANDARIZADA"
1322,1485,20.0,158.13,5.45,12.79,6.09,"BROCHETA DE RES, PREPARACION ESTANDARIZADA"
1323,1486,20.0,17.28,3.19,0.32,1.15,"CALABACITAS AL VAPOR, PREPARACION ESTANDARIZADA"
1324,1487,20.0,54.05,5.78,3.33,1.18,"CALABAZAS GUISADAS, PREPARACION ESTANDARIZADA"
1325,1488,20.0,53.18,9.9,0.66,2.33,"CALDO DE BORREGO (SIN CARNE), PREPARACION ESTANDARIZADA"
1326,1489,20.0,76.08,4.01,0.49,10.62,"CALDO DE CAMARON (CON CAMARONES SECOS), PREPARACION ESTANDARIZADA"
1327,1490,20.0,28.61,4.24,0.48,1.61,"CALDO DE CAMARON CON CAMARONES FRESCOS, PREPARACION ESTANDARIZADA"
1328,1491,20.0,16.49,2.97,0.04,1.17,"CALDO DE FRIJOL (SIN FRIJOL), PREPARACION ESTANDARIZADA"
1329,1492,20.0,35.66,1.78,1.85,2.98,"CALDO DE IGUANA, PREPARACION ESTANDARIZADA"
1330,1493,20.0,61.4,3.44,5.02,1.16,"CALDO DE JITOMATE, PREPARACION ESTANDARIZADA"
1331,1494,20.0,30.32,1.42,0.58,3.53,"CALDO DE MARISCOS (CON MARISCOS), PREPARACION ESTANDARIZADA"
1332,1495,20.0,35.73,1.27,1.16,3.88,"CALDO DE PESCADO (CON PESCADO), PREPARACION ESTANDARIZADA"
1333,1496,20.0,16.0,0.4,0.6,2.0,"CALDO DE PESCADO (SIN PESCADO), PREPARACION ESTANDARIZADA"
1334,1497,20.0,44.04,0.99,2.45,4.34,"CALDO DE POLLO (CON POLLO), PREPARACION ESTANDARIZADA"
1335,1498,20.0,16.0,0.38,0.57,2.02,"CALDO DE POLLO (SIN POLLO), PREPARACION ESTANDARIZADA"
1336,1499,20.0,71.0,6.88,2.64,5.06,"CALDO DE POLLO CON POLLO,PREPARACION INDUSTRIALIZADA"
1337,1500,20.0,21.89,2.53,0.48,1.83,"CALDO DE POLLO CON VERDURAS (SIN POLLO), PREPARACION ESTANDARIZADA"
1338,1501,20.0,20.95,3.13,0.12,2.2,"CALDO DE PUERCO CON VERDURAS SIN PUERCO, PREPARACION ESTANDARIZADA"
1339,1502,20.0,11.0,0.32,0.0,2.52,"CALDO DE RES (SIN RES), PREPARACION ESTANDARIZADA"
1340,1503,20.0,131.17,6.89,8.94,6.27,"CALDO DE RES CON VERDURA (CON CARNE), PREPARACION ESTANDARIZADA"
1341,1504,20.0,250.9,6.7,18.31,16.47,CARNE DE RES CON CHILE SECO (PROMEDIO)
1342,1505,20.0,103.7,4.93,4.71,12.35,"CARNE DE RES FRITA O ASADA, PREPARACION ESTANDARIZADA"
1343,1506,20.0,112.22,3.54,5.87,11.02,"CARNE DESMENUZADA DE RES CON HUEVO, PREPARACION ESTANDARIZADA"
1344,1507,20.0,237.66,2.27,19.13,13.98,"CARNE PARA HAMBURGUESA FRITA, PREPARACION ESTANDARIZADA"
1345,1508,20.0,211.66,3.98,15.8,12.92,"CARNITAS, PREPARACION ESTANDARIZADA"
1346,1509,20.0,29.96,6.0,0.13,0.57,"CEBOLLA CON CHILE HABANERO, PREPARACION ESTANDARIZADA"
1347,1510,20.0,87.9,8.79,5.75,1.01,"CEBOLLAS FRITAS, PREPARACION ESTANDARIZADA"
1348,1511,20.0,209.59,2.56,13.75,18.24,"CECINA EN JITOMATE, PREPARACION ESTANDARIZADA"
1349,1512,20.0,110.92,14.45,4.06,4.25,"CEREAL CON LECHE, PREPARACION ESTANDARIZADA"
1350,1513,20.0,48.2,5.61,2.17,3.29,"CEVICHE DE CAMARON, PREPARACION ESTANDARIZADA"
1351,1514,20.0,75.31,3.38,2.04,10.15,"CEVICHE DE PESCADO, PREPARACION ESTANDARIZADA"
1352,1515,20.0,101.61,11.85,2.99,9.63,"CEVICHE DE SOYA, PREPARACION ESTANDARIZADA"
1353,1516,20.0,60.72,7.78,3.6,1.2,"CEVICHE DE VERDURAS (ZANAHORIA, CAPSUT, CEBOLLA, CILANTRO), PREPARACION ESTANDARIZADA"
1354,1517,20.0,98.65,8.65,3.31,9.05,"CHARALES ENTOMATADOS, PREPARACION ESTANDARIZADA"
1355,1518,20.0,32.94,5.02,1.42,0.82,"CHAYOTES A LA MEXICANA, PREPARACION ESTANDARIZADA"
1356,1519,20.0,84.24,4.76,4.66,6.13,"CHICHARRON EN SALSA  ROJA, PREPARACION ESTANDARIZADA"
1357,1520,20.0,115.22,4.59,6.74,9.51,"CHICHARRON EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA"
1358,1521,20.0,146.21,4.42,8.81,12.9,"CHICHARRON EN SALSA VERDE, PREPARACION ESTANDARIZADA"
1359,1522,20.0,505.96,4.52,32.95,47.92,"CHICHARRON PRENSADO, PREPARACION ESTANDARIZADA"
1360,1523,20.0,133.49,5.89,8.2,9.25,"CHICHILO, PREPARACION ESTANDARIZADA"
1361,1524,20.0,205.57,3.32,13.64,16.85,"CHILACAYOTE CON PUERCO, PREPARACION ESTANDARIZADA"
1362,1525,20.0,41.16,3.03,3.09,0.63,"CHILACAYOTE EN SALSA ROJA, PREPARACION ESTANDARIZADA"
1363,1526,20.0,130.1,10.12,7.22,6.05,"CHILE RELLENO (PROMEDIO), PREPARACION ESTANDARIZADA"
1364,1527,20.0,121.75,11.55,6.67,4.01,"CHILE RELLENO DE FRIJOL, PREPARACION ESTANDARIZADA"
1365,1528,20.0,104.15,13.62,2.88,5.88,"CHILE RELLENO DE POLLO, PREPARACION ESTANDARIZADA"
1366,1529,20.0,79.28,7.55,3.13,4.83,"CHILE RELLENO DE QUESO, PREPARACION ESTANDARIZADA"
1367,1530,20.0,215.2,7.78,16.2,9.5,"CHILE RELLENO DE RES, PREPARACION ESTANDARIZADA"
1368,1531,20.0,42.21,9.06,0.56,1.32,"CHILEATOLE SIN LECHE, PREPARACION ESTANDARIZADA"
1369,1532,20.0,405.17,5.77,38.0,9.22,"CHILORIO, PREPARACION ESTANDARIZADA"
1370,1533,20.0,153.04,5.16,7.77,15.24,"CHILPOSO, PREPARACION ESTANDARIZADA"
1371,1534,20.0,216.08,11.9,14.7,8.55,"CHORIZO CON PAPAS, PREPARACION ESTANDARIZADA"
1372,1535,20.0,124.0,0.66,8.79,9.92,"CLARA DE HUEVO FRITA, PREPARACION ESTANDARIZADA"
1373,1536,20.0,126.75,3.77,7.72,10.09,"COCHINITA PIBIL, PREPARACION ESTANDARIZADA"
1374,1537,20.0,90.07,11.01,3.66,3.64,"COCTEL DE CAMARONES, PREPARACION ESTANDARIZADA"
1375,1538,20.0,70.26,17.6,0.25,0.86,"COCTEL DE FRUTAS (FRESA, UVA, KIWI, PLATANO Y DURAZNO), PREPARACION ESTANDARIZADA"
1376,1539,20.0,66.63,16.79,0.23,0.56,"COCTEL DE FRUTAS (MANGO, DURAZNO, PI�A, MELON, CEREZA, FRESA Y AZUCAR), PREPARACION ESTANDARIZADA"
1377,1540,20.0,32.9,7.75,0.12,0.61,"COCTEL DE FRUTAS (MELON, SANDIA Y PAPAYA), PREPARACION ESTANDARIZADA"
1378,1541,20.0,58.42,14.37,0.16,0.65,"COCTEL DE FRUTAS (PAPAYA, MELON, PLATANO, FRESA, UVA, KIWI, MANGO, PI�A Y MIEL), PREPARACION ESTANDARIZADA"
1379,1542,20.0,57.05,14.13,0.19,0.67,"COCTEL DE FRUTAS PROMEDIO, PREPARACION ESTANDARIZADA"
1380,1543,20.0,67.54,5.6,3.12,5.04,"CONSOME DE SOYA, PREPARACION ESTANDARIZADA"
1381,1544,20.0,55.94,7.83,2.14,1.34,"CREMA CONDENSADA DE ESPARRAGOS, INDUSTRIALIZADA"
1382,1545,20.0,103.17,7.14,7.14,1.59,"CREMA CONDENSADA DE POLLO, INDUSTRIALIZADA"
1383,1546,20.0,83.16,6.47,5.34,2.19,"CREMA DE APIO, PREPARACION ESTANDARIZADA"
1384,1547,20.0,77.94,5.92,5.0,2.49,"CREMA DE BROCOLI, PREPARACION ESTANDARIZADA"
1385,1548,20.0,49.2,4.36,3.52,0.45,"CREMA DE CALABAZA, PREPARACION ESTANDARIZADA"
1386,1549,20.0,56.68,4.89,2.94,2.6,"CREMA DE CHAMPINONES, PREPARACION ESTANDARIZADA"
1387,1550,20.0,54.03,6.08,2.2,2.48,"CREMA DE CHICHARO, PREPARACION ESTANDARIZADA"
1388,1551,20.0,177.45,22.21,8.23,4.22,"CREMA DE ELOTE BLANCO, PREPARACION ESTANDARIZADA"
1389,1552,20.0,56.59,2.23,4.48,1.96,"CREMA DE ESPARRAGO, PREPARACION ESTANDARIZADA"
1390,1553,20.0,74.57,6.08,4.26,3.13,"CREMA DE ESPINACA, PREPARACION ESTANDARIZADA"
1391,1554,20.0,101.68,3.6,8.83,2.07,"CREMA DE FLOR DE CALABAZA, PREPARACION ESTANDARIZADA"
1392,1555,20.0,56.51,5.44,3.02,2.11,"CREMA DE JITOMATE, PREPARACION ESTANDARIZADA"
1393,1556,20.0,66.05,5.2,4.14,2.13,"CREMA DE VERDURAS (PROMEDIO), PREPARACION ESTANDARIZADA"
1394,1557,20.0,61.0,8.2,1.4,3.9,"CREMA DE VERDURAS Y CEBADA (PROMEDIO), INDUSTRIALIZADA"
1395,1558,20.0,50.19,6.89,1.84,1.84,"CREMA DE ZANAHORIA, PREPARACION ESTANDARIZADA"
1396,1559,20.0,125.39,8.97,6.69,7.24,"CREPA DE CHAMPINONES CON QUESO, PREPARACION ESTANDARIZADA"
1397,1560,20.0,230.31,10.69,17.34,8.49,"CREPA DE JAMON CON QUESO CREMA, PREPARACION ESTANDARIZADA"
1398,1561,20.0,219.66,13.78,13.54,10.54,"CREPA DE JAMON CON QUESO MANCHEGO, PREPARACION ESTANDARIZADA"
1399,1562,20.0,170.48,13.56,9.02,8.54,"CREPA DE QUESO CON CHAMPINONES, PREPARACION ESTANDARIZADA"
1400,1563,20.0,203.93,25.8,9.44,4.98,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA"
1401,1564,20.0,213.62,27.64,10.18,4.39,"CREPA DE QUESO CREMA CON MERMELADA, PREPARACION ESTANDARIZADA"
1402,1565,20.0,181.92,23.11,6.78,7.77,"CREPA POBLANA, PREPARACION ESTANDARIZADA"
1403,1566,20.0,182.73,8.93,11.39,11.29,"CREPA SALADA (TODOS SABORES), PREPARACION ESTANDARIZADA"
1404,1567,20.0,364.56,13.93,30.67,13.06,"CROQUETAS DE ATUN, PREPARACION ESTANDARIZADA"
1405,1568,20.0,245.77,7.33,21.65,6.96,"CROQUETAS DE ESPINACA, PREPARACION ESTANDARIZADA"
1406,1569,20.0,440.35,22.86,33.8,11.27,"CUERNITO CON JAMON O POLLO, PREPARACION ESTANDARIZADA"
1407,1570,20.0,170.85,2.9,11.68,8.47,"DISCADA, PREPARACION ESTANDARIZADA"
1408,1571,20.0,230.25,26.5,9.73,9.12,"EMPANADA DE GUISADO, PREPARACION ESTANDARIZADA"
1409,1572,20.0,379.38,22.29,28.49,7.67,"EMPANADAS DE QUESO, PREPARACION ESTANDARIZADA"
1410,1573,20.0,187.0,9.41,9.26,16.04,"ENSALADA DE ATUN, INDUSTRIALIZADA"
1411,1574,20.0,107.91,4.0,6.22,11.9,"ENSALADA DE ATUN, PREPARACION ESTANDARIZADA"
1412,1575,20.0,124.5,18.42,5.26,0.87,"ENSALADA DE COL O REPOLLO, INDUSTRIALIZADA"
1413,1576,20.0,17.58,4.07,0.12,0.74,"ENSALADA DE COL, PREPARACION ESTANDARIZADA"
1414,1577,20.0,49.84,5.02,3.48,1.02,"ENSALADA DE LECHUGA CON ADEREZO, PREPARACION ESTANDARIZADA"
1415,1578,20.0,77.79,5.25,4.22,4.53,"ENSALADA DE NOPALES, PREPARACION ESTANDARIZADA"
